id_entity|occupation|type
urn:uuid:6300c45c-1f9b-47ee-aee2-af07c3956086|politician|jurist
urn:uuid:edf3a7c9-ddf0-455b-a01d-28e83eceef02|politician|jurist
urn:uuid:7142d92d-8138-461e-8c39-65ef8427adb6|politician|economist
urn:uuid:4a7b9b7d-cc28-4340-bc36-4958b5fbdd2b|politician|jurist
urn:uuid:b244abe2-cff8-4680-b178-7d9d842fa658|politician|jurist
urn:uuid:f15d47fe-78ea-4c7d-982d-432f1ef152f5|politician|jurist
urn:uuid:0df04606-8d41-4a19-996e-43cb80f3d722|politician|jurist
urn:uuid:dff6b871-17ad-4228-985c-f381346c62a4|politician|economist
urn:uuid:d6b2056f-4454-4ed5-94fb-e161ae07af18|politician|jurist
urn:uuid:0b49a686-6350-4df8-b47f-d0d3e1e92173|politician|jurist
urn:uuid:2b7f3608-5914-4538-bee9-1c6240eee0e2|politician|jurist
urn:uuid:ed8f6930-c82d-4d80-9772-d7fc4c36eca7|politician|jurist
urn:uuid:1002fe59-97dd-4262-a518-965133b1bf6c|politician|jurist
urn:uuid:faa3d36a-f006-4d15-94fd-4018dde9f468|politician|jurist
urn:uuid:c2de3fe1-e60b-4f5e-92a3-08645213cf19|politician|jurist
urn:uuid:0e1cc4de-526e-4479-b16c-73b0d0b84db4|politician|jurist
urn:uuid:c585a784-b455-4572-b479-42377a8dcd00|politician|jurist
urn:uuid:2a971d02-390b-46aa-946f-10db15868e6b|politician|jurist
urn:uuid:24d90a80-4fe7-4acd-89ab-892d39feaf0c|politician|jurist
urn:uuid:8eebe636-b470-4006-8ae1-a8c8d077a2fb|politician|jurist
urn:uuid:c2517926-2e2f-42a9-8927-4f1c98fb9e1b|politician|economist
urn:uuid:27225441-fa3e-48ad-8fd9-fe5afe9046d4|politician|jurist
urn:uuid:1a9e6227-b329-4edb-aeb0-e3ea3d53a5c8|politician|economist
urn:uuid:f0e1a85b-1d97-40b1-b9d6-21ca9b6c8c5c|politician|economist
urn:uuid:3ba632a5-e39b-4ea6-b4fd-c338493818ea|politician|jurist
urn:uuid:a3ca85c2-3d4d-4739-af71-b9c26a4d264b|politician|jurist
urn:uuid:dd04aec3-e15e-4cdb-a9f5-524564ddd69a|politician|jurist
urn:uuid:f2e14105-9492-4056-8555-b17cbfc2d8b5|politician|jurist
urn:uuid:8c90f58d-e30a-4d62-87d8-f13585baa3fa|politician|economist
urn:uuid:1b0f06fb-69ac-4a08-a47e-44d743a299c8|politician|economist
urn:uuid:713388d4-ee72-4252-a69f-2d12790240bc|politician|jurist
urn:uuid:a36a326c-bcc4-4c56-87ef-23200a4a2cfa|politician|economist
urn:uuid:fddc340b-cede-4bc6-b1f7-eeb043e2c227|politician|jurist
urn:uuid:5e79ef37-32ea-4bcd-b489-48db348c94a9|politician|jurist
urn:uuid:87e9fceb-f72e-4ed3-b071-d139f18463ba|politician|jurist
urn:uuid:77b5f2a4-c2cb-41cb-85f3-3bbdc40f34e3|politician|jurist
urn:uuid:9144f49c-adc0-4fd6-91e1-5cf6aa2b4d1f|politician|jurist
urn:uuid:9f0505f4-9d76-4d88-8535-04b6481d2fcb|politician|jurist
urn:uuid:791abb29-a06b-4cb3-b879-a8d9ab8ab49b|politician|economist
urn:uuid:bf2eb954-0889-43c2-a527-973eaa031132|politician|economist
urn:uuid:4c9485ff-dcd7-41e6-9a30-da8714c68d47|politician|economist
urn:uuid:15b3dbcb-0993-4b60-9af7-755449b75cad|politician|economist
urn:uuid:546aa9ac-52d6-4c7e-a055-574514afb5c2|politician|jurist
urn:uuid:71b7ed7e-ef23-49f0-8e5d-56b88b588c92|politician|jurist
urn:uuid:a4572b8d-5ab8-4358-a961-3a59fd0e7ef7|politician|economist
urn:uuid:21ec7b95-9057-4c41-9769-1b3586335a00|politician|jurist
urn:uuid:b61b3fc4-9288-4d92-af30-bce9648c5a8f|politician|jurist
urn:uuid:9c4e0886-0832-4eb1-b1d5-70ad764e8eeb|politician|jurist
urn:uuid:aa92b8c7-e63e-4cb6-b518-07662c45ffff|politician|jurist
urn:uuid:a35536a8-ccfc-4a81-884c-bde7e4dec90e|politician|jurist
urn:uuid:bdace505-e020-4bb7-bfb8-52bc0940c229|politician|jurist
urn:uuid:02180184-bec6-42a0-b3ac-b73092b6365e|politician|jurist
urn:uuid:9a7421c8-26ed-40f4-ab49-26b6206d6718|politician|jurist
urn:uuid:f0ee0e80-2b99-4a58-9159-b075e5821c46|politician|jurist
urn:uuid:618c1702-c9d8-488a-b6a8-5a29cf9040c2|politician|jurist
urn:uuid:e76ba7d5-ab88-4a92-925e-c79d14ecd3c2|politician|jurist
urn:uuid:bd0966e5-6d64-4985-9daf-4fbb7084bd28|politician|jurist
urn:uuid:5b51e8eb-49e8-4db3-8dab-d3a2bcc5f993|politician|jurist
urn:uuid:273a8227-07fb-414d-b8e8-5a7b108c3b5a|politician|jurist
urn:uuid:331fa25a-6325-49b9-ba8b-6bea46681ca1|politician|jurist
urn:uuid:76c5aaab-fac0-408d-b92b-ea4f3344aac3|politician|economist
urn:uuid:31b96370-ce02-48c5-a4a9-bb099eda93ef|politician|jurist
urn:uuid:7817fc95-4d98-4170-ab96-cfe10958fa49|politician|jurist
urn:uuid:f16beb62-50e7-43eb-b7e8-7d5c7d189b83|politician|jurist
urn:uuid:8501265b-59e9-4c2d-be44-5c0c5a2d8f00|politician|jurist
urn:uuid:62aee2b0-cc7b-462b-a827-242198ed56a1|politician|jurist
urn:uuid:7e9ad08d-6743-4741-af92-8302226f60f4|politician|jurist
urn:uuid:4d3ccfdd-6c02-4050-bcff-3bf3e091400e|politician|economist
urn:uuid:600d87fb-16bf-4c27-b535-bd52dfe2c045|politician|jurist
urn:uuid:125e6fd7-2f9b-4174-bc3a-3b503fa0a59a|politician|economist
urn:uuid:2b6ec362-00e6-40df-b950-b1a7bada27f1|politician|economist
urn:uuid:72caa4bb-b36c-4841-9af3-69e3bcf14e72|politician|economist
urn:uuid:49b75cd8-6e6b-43af-a19f-10a69bf35e42|politician|jurist
urn:uuid:259d1ece-107c-4c3b-896a-2e91e12ad368|politician|jurist
urn:uuid:adf7d2ca-a70f-47b5-ba02-888e1d071297|politician|economist
urn:uuid:719f4ca7-226a-4b8a-98cb-e1be549fc50d|politician|economist
urn:uuid:45e871aa-7ee2-452e-acaa-6de4ed7f9a2a|politician|jurist
urn:uuid:6de51dec-ddd3-4005-85c2-80a004a29e98|politician|jurist
urn:uuid:6303ea67-f639-414f-9f76-6befc1410367|politician|jurist
urn:uuid:45369067-73c9-4310-90a3-597770d8b251|politician|jurist
urn:uuid:6221fc22-133d-4cb5-b5a0-fe0287fe592d|politician|jurist
urn:uuid:68f5d5a9-432e-4a8d-a561-474531dfd843|politician|jurist
urn:uuid:c8a75fa1-9447-47f8-991f-3834d3bf9bca|politician|economist
urn:uuid:4c8057a0-bc7a-4309-99ca-1902706d1df8|politician|jurist
urn:uuid:76e6d08c-2ba3-47db-8e5a-65933284ec61|politician|jurist
urn:uuid:33b6960d-b283-4841-9288-566bfa605502|politician|jurist
urn:uuid:70445901-d927-4e0b-85b0-b6c23b3fae2e|politician|jurist
urn:uuid:a4e84b87-b852-43a0-aca5-a94dd506792c|politician|economist
urn:uuid:72d063f2-c2fa-4f44-bfbc-a18c7b4a8688|politician|jurist
urn:uuid:59db79ab-c565-4387-90af-b7b812a4d40e|politician|jurist
urn:uuid:c6bdcf11-d082-4e81-98b8-26ee8296f3ad|politician|jurist
urn:uuid:f90d346c-c028-4f04-aea3-2a87d43aee97|politician|jurist
urn:uuid:4e2477ca-182b-4ba1-9ee6-d36cb146b646|politician|jurist
urn:uuid:61b0c70d-59eb-4d7f-ad58-97c5eb507b67|politician|jurist
urn:uuid:e73a5da7-f287-415f-82d4-076319eb2095|politician|jurist
urn:uuid:0d0af874-a9de-40d1-82fb-37ff9cecd124|politician|jurist
urn:uuid:20449e54-3c14-497e-bf35-c40c2a41ae33|politician|jurist
urn:uuid:b8be9517-51fd-4582-8cd0-8aca081cc846|politician|jurist
urn:uuid:ecbc2ca1-39ba-4d99-971e-e0e05e288f05|politician|jurist
urn:uuid:0aacfb49-205b-488e-9bb3-3a84fc2b5513|politician|jurist
urn:uuid:3ee53b95-bcad-4595-9d63-0db1fa9e39cf|politician|jurist
urn:uuid:b301049c-ffb6-4421-8866-d3d0fafe7849|politician|jurist
urn:uuid:30a84c94-a1de-45f2-8791-a40db7dd5421|politician|jurist
urn:uuid:cfdcc09c-eb6c-46f0-8c49-e6b37cb0460e|politician|jurist
urn:uuid:4682f717-4bfe-4e56-83af-c23713916c5f|politician|jurist
urn:uuid:ee4e1a07-3921-4df8-a542-19cefea8bc43|politician|jurist
urn:uuid:187c0bd4-5c9b-4df6-9af8-306c7abe5172|politician|jurist
urn:uuid:2694a5d9-62a3-48bb-81ac-03270d270f72|politician|jurist
urn:uuid:c30f6098-7bf6-4960-be86-e7383c0bf16a|politician|jurist
urn:uuid:2100da88-c3ee-478e-9bd1-782cafb36dda|politician|jurist
urn:uuid:1b43ea02-b50f-4372-8483-52002991681c|politician|jurist
urn:uuid:568d9955-c5d8-4e24-af91-d0de589e682c|politician|jurist
urn:uuid:fa98f877-feea-4357-b95c-076e3892de28|politician|jurist
urn:uuid:e9dbd10d-86f5-4dcb-bcc5-f90a5db0c790|politician|jurist
urn:uuid:0c2e3479-fb7f-48db-a45e-2c5ca3054631|politician|jurist
urn:uuid:a2685067-2303-4c3b-b1ce-f9421f0b45dd|politician|jurist
urn:uuid:e258b9da-cb14-4bf5-bb4f-c8db57a310a7|politician|jurist
urn:uuid:d15e0283-c83b-4b49-996a-ce223db33b92|politician|jurist
urn:uuid:a339da97-c205-4759-906a-739f39bbe95a|politician|jurist
urn:uuid:ebed6d38-72dd-43e1-aca4-09644dc2aff9|politician|jurist
urn:uuid:9f0cc5b9-b447-430b-aa2f-4fd4e0fc8207|politician|jurist
urn:uuid:3f2bb3f9-1d62-4552-be2d-bd3402c70df3|politician|jurist
urn:uuid:776bb18f-44fa-451f-98ed-01a57c137f45|politician|jurist
urn:uuid:17f5161a-1e3f-4cde-97c9-cc23e0d36a4f|politician|jurist
urn:uuid:4ddcd3db-96f1-45a2-962d-8a6f69fa67b3|politician|jurist
urn:uuid:003b9e78-3532-40aa-9f23-10534d8ef5bd|politician|jurist
urn:uuid:1bbbeba6-0785-4be8-8f5e-7fd07fb3ac54|politician|jurist
urn:uuid:225bd08b-0c96-43a4-ab3d-7d147afa057d|politician|jurist
urn:uuid:4f9b431b-3bab-4fed-8fc9-055587117ff4|politician|jurist
urn:uuid:c16aed20-f781-444a-a4c8-501589ac1c75|politician|jurist
urn:uuid:da1863fc-3e1c-4316-82ee-2398e39178eb|politician|jurist
urn:uuid:f0870a75-81b6-4147-8982-cf1eb3795f9e|politician|jurist
urn:uuid:b9e12f9f-5bff-43f4-96f3-007873d31fec|politician|jurist
urn:uuid:63de22de-7b8e-4cbb-9211-5c17dedd664d|politician|jurist
urn:uuid:ebe05d73-9b8f-443a-93c6-1c666320b10d|politician|jurist
urn:uuid:69419d29-bff3-4e7a-9881-eeb29af4fb0a|politician|jurist
urn:uuid:f1e16764-7788-4b78-8b81-a708aadb6437|politician|jurist
urn:uuid:c55acc99-55f9-478b-8d0c-ade65e2738cd|politician|jurist
urn:uuid:9149a520-3984-42bd-9739-2e24fc3d4921|politician|jurist
urn:uuid:f23c3149-ab15-4350-8a9f-c0cfe7651e33|politician|jurist
urn:uuid:5f75b49c-4116-454f-862c-1863287373fc|politician|jurist
urn:uuid:de7c23a0-7e16-4094-91d7-77aa70396e78|politician|jurist
urn:uuid:a0943664-ffbe-494d-9b64-e91188730b51|politician|jurist
urn:uuid:566c28a1-8f4e-4f83-8403-b033e48580dd|politician|jurist
urn:uuid:7da65468-72d3-4c81-b56f-287c153c6337|politician|jurist
urn:uuid:a4e4dfd2-902c-4d05-a70b-5910756b7af7|politician|jurist
urn:uuid:5fe3d003-98d0-495a-97da-ed92406366f9|politician|jurist
urn:uuid:8c6c28f4-1c59-4ca5-b709-e902e3e91c89|politician|jurist
urn:uuid:1ce80463-8083-43a0-ab74-36af97c3abff|politician|jurist
urn:uuid:c61afede-e29f-4dac-86b8-710f4a3c0487|politician|jurist
urn:uuid:20e5d8f8-a660-492a-a76d-5c00e27fa520|politician|jurist
urn:uuid:83a65986-8efa-4eda-987d-b1f4ee7f060f|politician|jurist
urn:uuid:010a94a4-7595-4161-bbd5-da5fe4b7793b|politician|jurist
urn:uuid:7bde8525-e2a5-4c2c-9692-4914f07d4fe3|politician|jurist
urn:uuid:2e9e08c4-bad5-4799-911a-55469367c0d5|politician|jurist
urn:uuid:0510fd6f-5827-4c5f-a87a-f3eebeeeb95b|politician|jurist
urn:uuid:601d28f5-7fc2-438b-9fff-8bf4965ef3b6|politician|jurist
urn:uuid:af9f9d54-9676-458a-a257-9bd788af445c|politician|jurist
urn:uuid:cb451dd1-2c7e-47f3-a8ce-0ddc2b9cd46f|politician|jurist
urn:uuid:af6c4a12-42df-4ff6-bce1-7d0f2935004f|politician|jurist
urn:uuid:cf93c9d1-cde5-49e5-92b8-37563a3a95b4|politician|jurist
urn:uuid:b00d2891-9c38-4956-9f69-77fc20894e1b|politician|jurist
urn:uuid:c6af35c7-104b-430f-b16d-e0720adfbd8c|politician|jurist
urn:uuid:48f93561-e0f9-4704-8ad7-36e153dbfb19|politician|jurist
urn:uuid:c795ba50-8201-46d7-a59e-7111e9eea3b6|politician|jurist
urn:uuid:1234f73b-b4f5-418b-b9f7-ebe523ec8ed5|politician|jurist
urn:uuid:a5dd9ab9-9d61-404f-8d9d-f7c9d0de0cdb|politician|jurist
urn:uuid:ccb1c289-f0e0-4093-9e6b-7d6443f358e9|politician|jurist
urn:uuid:271ea780-8fd5-4556-abb9-751f7bc83aee|politician|jurist
urn:uuid:60a42ad9-8511-4ca3-a1bf-ea5233ddfbbf|politician|jurist
urn:uuid:be0f25a6-adce-47c5-8df7-8b25836905e7|politician|jurist
urn:uuid:141d3930-5622-4a40-a5d3-7e03672ccb83|politician|jurist
urn:uuid:c3078103-b8f3-4b72-bce8-b90ceb20afaa|politician|jurist
urn:uuid:22fdba62-3a23-4ed3-9636-6c975f87fcf8|politician|jurist/economist
urn:uuid:4df546f2-aafa-43a1-b055-3b949b985a81|politician|jurist/economist
urn:uuid:26a651be-7766-4a03-8433-202855317ce8|politician|jurist
urn:uuid:b8bdd8a1-6bdd-4aba-9fe1-ccab91cd2b07|politician|jurist
urn:uuid:ae91387c-3d7c-4237-ba7e-9db0b5936a3b|politician|jurist
urn:uuid:cb38b6e7-a986-4a39-8484-527b28aea8bd|politician|jurist
urn:uuid:75c91d52-553c-4b88-ac6f-03a3194ececa|politician|jurist
urn:uuid:c55e060b-8a10-4b41-8c72-8ea9401d3f85|politician|jurist
urn:uuid:7a5956ca-1fd7-41a8-bd01-d27827e97d63|politician|economist
urn:uuid:5950c1a0-cf1e-419d-985b-3cd58a65e38a|politician|jurist
urn:uuid:3031dac6-2c14-4e00-a0ed-2110486cb232|politician|jurist
urn:uuid:34f9edad-6e5a-4278-9444-adb9ceb76b47|politician|jurist
urn:uuid:f83570aa-50b8-42ca-a362-610de915384f|politician|jurist
urn:uuid:10bf0692-9789-4f76-ba10-0eaefaf7baf5|politician|jurist
urn:uuid:6cc5e375-f8b4-4b77-847d-0d7b4b8f7fd7|politician|jurist
urn:uuid:f873dfb6-92c2-41f2-832e-7851f73f93b6|politician|jurist
urn:uuid:2e854d53-5fa1-4344-92ba-66df4c3054e5|politician|jurist
urn:uuid:17b0d646-85fb-4caf-babc-1aba30c61928|politician|jurist
urn:uuid:a77e799e-c0bd-4458-b11e-fe8ad7b0ba5c|politician|jurist
urn:uuid:27d5b216-7bf3-4d25-b670-ecc498aac1a7|politician|jurist
urn:uuid:5930387b-c1c6-4ce5-9a3d-3a4991ad4515|politician|jurist
urn:uuid:537a984a-5b5b-4ce3-92fd-860a098310d9|politician|jurist
urn:uuid:b459f6dd-24bd-4318-9e07-943aa1a3a673|politician|jurist
urn:uuid:eb2cb727-6d74-4505-a510-7b1ccea5765d|politician|jurist
urn:uuid:5aef60e2-6f81-4c0a-8e84-4e3fe4b16b7c|politician|jurist
urn:uuid:ba3429a0-5159-41e3-bf40-cdb2734c0746|politician|jurist
urn:uuid:c5926ecc-dedb-4ebf-ade7-74b8b47ecd34|politician|jurist
urn:uuid:69180e9b-19bb-4b53-9193-2bd4d56011a8|politician|jurist
urn:uuid:3a702128-b3fb-4835-aa45-ac87c99e843a|politician|jurist
urn:uuid:54b29450-0a0d-4f3c-b785-fd5a6ef9b0c1|politician|jurist
urn:uuid:2b4d6fdd-f95f-4f0b-8d8c-5b26291a8c0b|politician|jurist
urn:uuid:34d150c0-addd-4e62-8a1d-5d91581836cb|politician|jurist
urn:uuid:6ba13bab-e59a-46b9-ac7c-f4bee2f37ac2|politician|jurist
urn:uuid:f887f021-7f9c-424f-a85e-009147392069|politician|jurist
urn:uuid:1920171c-f455-4cf9-94cb-0d9a619e655b|politician|jurist
urn:uuid:c41cc097-07db-4157-848e-536a0f6a8648|politician|jurist
urn:uuid:27f52602-7eef-4d4c-a987-f4d961ebde74|politician|jurist
urn:uuid:08634f57-2308-48b0-b463-3f9f2a722a35|politician|jurist
urn:uuid:d0bc661c-bdd4-4ab4-a608-c897d3b9dde1|politician|jurist
urn:uuid:73ac4238-da3c-40cf-bcc9-561a1f11bac7|politician|jurist
urn:uuid:e1791bc2-d67c-4360-be13-6f25e4e15054|politician|jurist
urn:uuid:e0c69d9f-e943-46cf-bece-ed07d16f2bc6|politician|jurist
urn:uuid:aa0c079d-3e5c-4502-bed3-9edd30e8d1ed|politician|jurist
urn:uuid:2efc6802-4baf-47ea-a1c2-a4e5823cebf3|politician|jurist
urn:uuid:7ca82c97-a12c-4250-8f09-7bb4fdb0e599|politician|jurist
urn:uuid:10e633bb-b9fb-4546-b000-db50f618d87f|politician|jurist
urn:uuid:ad7f3bd8-c642-4e84-89e6-47745108d6ff|politician|jurist
urn:uuid:280768b6-ad71-48b8-9bd1-9ca9ebb86500|politician|jurist
urn:uuid:691f01bf-f57a-4085-8f61-6e5f213286a7|politician|jurist
urn:uuid:1a54b39d-27d9-4334-8c5f-63aed4558fcd|politician|economist
urn:uuid:1416bdee-e1ed-4ce3-b6c6-f33f1687078e|politician|jurist
urn:uuid:75eab034-d958-4540-8074-7ec9495a93c4|politician|jurist
urn:uuid:d69645c2-fd6e-4343-9b30-3e0dfa0eacda|politician|jurist
urn:uuid:79f1b959-3c1f-4fe3-a7e9-a99a502a5c91|politician|jurist
urn:uuid:1bce8d4b-105a-4273-b550-506eb419bf25|politician|jurist
urn:uuid:0c02ae4e-1854-4947-ac7a-c9322325110b|politician|jurist
urn:uuid:9deacd91-0102-451c-bf21-80b8f724bd8b|politician|jurist
urn:uuid:646cea46-951b-4974-9a28-a63dd3105e17|politician|jurist
urn:uuid:7ce69c9e-80a0-4e3c-a277-9da243d8f460|politician|jurist
urn:uuid:b1e637a4-0ef8-4af1-b766-55268b27e492|politician|jurist
urn:uuid:722593aa-346b-472c-81ad-683e583fce3c|politician|jurist
urn:uuid:507c7723-6b8a-44f6-a01b-48ff2bb43031|politician|jurist
urn:uuid:fabed45a-6655-4a18-9f98-076cbd86988e|politician|jurist
urn:uuid:7b847302-6a29-476f-aa01-6a98424bd079|politician|jurist
urn:uuid:82eda082-101e-43b0-a286-dff3384ce844|politician|jurist
urn:uuid:b99c1246-aba4-4045-8986-2ee74886f80b|politician|jurist
urn:uuid:0dc20780-a9ae-4cf3-934b-1c70a80f79ad|politician|jurist
urn:uuid:95d7e542-2ed5-4302-b9d9-0a67e0e8dfe5|politician|jurist
urn:uuid:410ceee2-26bd-4b91-a7a0-daf838f8492b|politician|jurist
urn:uuid:4ccaa114-6bb4-4568-af36-ff6baf4c557b|politician|jurist
urn:uuid:4e35e7fc-3003-4e87-8532-65ae1b933f05|politician|jurist
urn:uuid:cd0ef4a9-39a0-4a26-a70a-bdfabb75abd9|politician|jurist
urn:uuid:de54133a-a0ed-46f8-82ec-1ec745a94763|politician|jurist
urn:uuid:06a13704-44d2-45a3-bb85-75cfab4e19f0|politician|jurist
urn:uuid:d5673b63-f347-4db7-a6bb-4666177b9ffd|politician|jurist
urn:uuid:49199629-0615-430e-afb5-57ccbca1e583|politician|jurist
urn:uuid:3e7e443f-7598-4992-8ccb-fa8455938af4|politician|jurist
urn:uuid:fae2c234-e144-4d61-a1c6-19810e94106e|politician|jurist
urn:uuid:d01bdd08-9773-4c25-9153-bed907920d0e|politician|jurist
urn:uuid:339dbcde-6e44-4b86-8991-7fc76501d3a0|politician|jurist
urn:uuid:99da3f03-89b8-4aae-8b21-1e237de5bfe9|politician|jurist
urn:uuid:61ff60c1-1c74-4bfa-aea6-603fdcf901b2|politician|jurist
urn:uuid:223bc393-51d1-4a97-9f88-6e643d63e9e0|politician|jurist
urn:uuid:d1414f39-05ea-46bb-ac8a-b3191864a791|politician|jurist
urn:uuid:f15a979f-327c-4dae-8cab-626368b839aa|politician|jurist
urn:uuid:528ac450-382b-4808-9421-36e1bd93c60e|politician|jurist
urn:uuid:60ef5451-46e4-4e8d-94c1-f3d66b6c03a4|politician|jurist
urn:uuid:af443d88-b27a-4a80-b764-ad2f2675e1d7|politician|jurist
urn:uuid:1fe38ed0-8ffc-4784-9c90-090e33aec6d3|politician|jurist
urn:uuid:4897eea9-8547-4e61-ab8a-51c40486101a|politician|jurist
urn:uuid:266883bc-9a36-450b-99b2-40ee04ddb47a|politician|jurist
urn:uuid:9f64caff-1a5d-43ad-8690-39584c89a56d|politician|jurist
urn:uuid:23f260ee-bc34-409b-94f6-cb3bde91ee67|politician|jurist
urn:uuid:1b0e3a15-0215-430b-baad-1ee52f647323|politician|jurist
urn:uuid:27754391-fe31-4e29-b6aa-1f1843893f7e|politician|jurist
urn:uuid:1312d996-c0c7-4607-8b26-59de8cb838fa|politician|jurist
urn:uuid:7a4b67fe-d1e7-49ad-8d47-7a1f80312f7c|politician|jurist
urn:uuid:3e63a934-deb9-4d77-8509-3638c0fd0963|politician|jurist
urn:uuid:b6eecd37-d7a4-44e7-ac20-f97e4696288d|politician|economist
urn:uuid:96bbcd97-ce49-4b8b-b08d-e67e1fb9bf87|politician|jurist
urn:uuid:8e582eea-e460-4f86-a1ef-2e022722aacd|politician|jurist
urn:uuid:f59a2665-b4f7-43a2-98ca-1bb257b6c876|politician|jurist
urn:uuid:6c812a3d-a4c9-4a06-9cb5-0a8424db62af|politician|jurist
urn:uuid:d77dde7f-31e9-4836-9831-a81d988290cd|politician|jurist
urn:uuid:2f80ee7f-46bf-4b13-a2d9-de2e3cb129ef|politician|jurist
urn:uuid:01562cd0-dedf-4120-adb5-d50940dfe246|politician|jurist
urn:uuid:a2615e76-1ed4-4220-bec6-75eb00c2f07e|politician|jurist
urn:uuid:84319679-35ea-4504-9635-81a0982b4ef8|politician|jurist
urn:uuid:2d0383fb-ed6e-4f79-9155-29a98b4598d7|politician|jurist
urn:uuid:c94b5bed-4b52-4bae-9aaf-728eb350e37d|politician|jurist
urn:uuid:6f0800b4-e921-48ec-93b8-507a03fe0a23|politician|jurist
urn:uuid:1744e825-a862-48aa-b673-c02b262284a1|politician|jurist
urn:uuid:1facccc5-768d-43fa-b6a0-f919a24e6f74|politician|jurist
urn:uuid:a958abcc-fa5c-45d1-afd0-495d9541319c|politician|jurist
urn:uuid:b4fd93ff-77d5-4e0d-b512-037e6051b5a5|politician|jurist
urn:uuid:517efef8-e3fc-44f2-b6c1-4c08d09b58c2|politician|jurist
urn:uuid:e3547e7e-d7f3-4641-aa50-370531282a4c|politician|jurist
urn:uuid:c252ff3b-c32a-45f4-a762-2006c395a1c5|politician|jurist
urn:uuid:270a87c3-e49c-4bef-be8b-b38f986c3893|politician|jurist
urn:uuid:b25577cc-0a2c-4d8a-92dc-e114f644cc55|politician|jurist
urn:uuid:8c5cce3e-465c-448a-a6d2-f1cb08bd5a38|politician|jurist
urn:uuid:77b50bf5-a9cd-4232-8127-4c7447418e63|politician|jurist
urn:uuid:22d98722-6bde-48ad-9df8-aa1753470620|politician|jurist
urn:uuid:26fa16b9-26ff-4038-9cd4-d9fdd00de8e9|politician|jurist
urn:uuid:1b470f2c-e7dc-4ca2-b831-5f9b01f4d183|politician|jurist
urn:uuid:738d0ffd-704f-4768-852b-9baecabfee8d|politician|jurist
urn:uuid:bfc077d1-db59-4546-9c1b-1baa404d59e4|politician|jurist
urn:uuid:ba262078-add9-4f7b-b276-ae5d283f9351|politician|jurist
urn:uuid:06648c7a-a161-4b65-a5a8-0a08726965d8|politician|jurist
urn:uuid:beafd4d8-410d-4a33-a6fd-b13710731407|politician|economist
urn:uuid:9489691d-5269-4b40-80b4-2e42dc55263f|politician|jurist
urn:uuid:a408177e-c596-41d4-b48e-ca1e835cf9db|politician|jurist
urn:uuid:58568416-16bb-499d-b4e7-b9d2c9659ebc|politician|jurist
urn:uuid:4dd76214-5d14-47fd-860f-7f7c3f4172cc|politician|jurist
urn:uuid:40eff6fd-0119-42de-b409-fd241a1e53e2|politician|jurist
urn:uuid:bb34c248-cf4d-46b0-be36-8739e810a22b|politician|jurist
urn:uuid:afe0b6f7-71bf-4c3f-ac35-2998d3ff0c8a|politician|jurist
urn:uuid:72e8a015-844b-4ce6-96d5-a073383a29bd|politician|jurist
urn:uuid:89b46c5e-7159-4d87-971b-4e1a22f09e4a|politician|jurist
urn:uuid:c185796a-0c21-43c4-9f86-2dd9a1a97ad4|politician|jurist
urn:uuid:9bdc7252-ef95-4721-8401-fec359a8b715|politician|jurist
urn:uuid:df81b2e0-92fc-4e0c-ab90-5a44dee7df76|politician|jurist
urn:uuid:a99540de-6764-457b-9c5a-7d0e4d85000a|politician|jurist
urn:uuid:f7239721-6c86-4a22-93f9-b536524c020c|politician|jurist
urn:uuid:5e84f504-31b2-4525-a096-e07658a1a19d|politician|jurist
urn:uuid:7021d895-f549-4a17-93d0-2cc050e17d53|politician|jurist
urn:uuid:093de5e9-72de-4377-b090-070734ef107c|politician|jurist
urn:uuid:5e498060-9561-43a2-8161-29871f0d0154|politician|jurist
urn:uuid:f6e363a8-7d4c-48b4-abd3-e7c70d029def|politician|jurist
urn:uuid:b9d73a4a-4836-47c2-91c2-5ee86576ba18|politician|jurist
urn:uuid:1e506b7b-9bd5-4d70-b819-e87ef7dec974|politician|jurist
urn:uuid:9790ad67-8940-4f6f-a69a-e5ecb129dfa0|politician|jurist
urn:uuid:de42c77e-98cc-4f42-b82d-e592ecfea7ed|politician|jurist
urn:uuid:333ebf4d-0207-4e0f-9ad9-484e42396ea9|politician|jurist
urn:uuid:8a97efe4-c676-4387-bccb-abbec3f1fd3c|politician|jurist
urn:uuid:9691d55f-d808-4c3d-84b6-7962eafe9ffc|politician|jurist
urn:uuid:e9c2cd0e-89af-4905-8b9b-b369f517789a|politician|jurist
urn:uuid:e0b2366f-7014-4458-b432-072f9d91521d|politician|jurist
urn:uuid:8a041b76-c55a-47c0-b399-9415593a75a9|politician|jurist
urn:uuid:a9e52c0f-2900-4c37-8292-037eb9d83477|politician|jurist
urn:uuid:9bad0df5-ec7d-4046-8fdd-4e23d79d2ff0|politician|jurist
urn:uuid:e6b1044f-1b29-4c2d-bb1d-17332d8e38b5|politician|jurist
urn:uuid:9c6ea70a-2d2d-4ee5-b179-fb7073d1180f|politician|jurist
urn:uuid:3125af3b-1a57-45c6-84e8-3daaecd5d152|politician|jurist
urn:uuid:06dbdd15-69f9-476b-8b26-ae92318eb34b|politician|jurist
urn:uuid:c851fb4e-b78b-4faa-bbf3-f02a0825e55e|politician|jurist
urn:uuid:636a7196-5472-4f89-b019-97df7893ede5|politician|jurist
